filename,R1_Mid_Lower_Ratio,R2_Cheek_Jaw_Ratio,R3_Face_Compactness,E4_Canthal_Tilt,E5_Eye_Aspect_Ratio,E6_Interocular_Ratio,B7_Eyebrow_Height,B8_Eyebrow_Arch,B9_Eyebrow_Thickness,N10_Nose_Width_Ratio,N11_Nose_Length_Ratio,N12_Nose_Bridge_Ratio,L13_Lip_Fullness,L14_Upper_Lower_Ratio,L15_Mouth_Nose_Ratio,J16_Chin_Compactness,S17_Skin_Homogeneity,S18_Skin_Lightness,S19_Skin_Contrast,A20_Philtrum_Ratio,A21_Nasolabial_Fold,A22_Crows_Feet,A23_Periorbital_Aging,SYM_Symmetry_Index,score
AF10.jpg,0.963905274085868,1.3303139344434431,0.8508791665188978,7.408628396911982,0.38320512931733597,1.3365003958896478,0.8482060327974726,140.12978067814493,1.8376651247359337,1.0709038135421944,0.7503508581846788,0.297662711321119,0.3157675515685935,0.59332172503924,1.2228451570448338,0.5045832322176221,5.570755742948181,221.10898721740517,36.75397366726966,0.5002014636938253,0.0,14.837869623655912,10.78327092678046,0.0042670987987891845,3.433333
AF100.jpg,1.0377833545376431,1.3103706915452853,0.91586708368364,9.25568168803903,0.37702752698255393,1.3269319635818493,0.7707602394416833,145.49452712714714,1.8594500477165987,1.0867862041080376,0.7728633427831432,0.3015817135488509,0.27500402911579747,0.6354331984730914,1.2441952235504388,0.5026148832047562,4.009236134327447,188.81866187351667,44.37655661035876,0.5193905899142492,1.9245283018867925,15.336784550953931,11.177611311845894,0.01239030417068199,2.9
AF1000.jpg,0.8715925689548965,1.267244229041814,0.846622186628414,3.341755789854549,0.35887950007098957,1.348992424188876,0.8820777944898223,142.70960377546248,2.038345546883557,1.0901285763326463,0.7334381025457974,0.3081527417152052,0.5271503148287964,0.7462108473088985,1.0988465384971493,0.44797921269606517,8.704057190103685,211.74946185500897,58.718268093761225,0.48206605817817716,0.0,17.79107945500515,25.9125155339014,0.06742349271690898,3.966667
AF1003.jpg,1.0086454913391874,1.3417153426058115,0.8423670824651474,8.520775310279383,0.3883860159409345,1.314140693310224,0.8344504111838845,143.54568460700693,1.8391807963543878,1.0980834289182313,0.7661475786999994,0.3061635408532348,0.3003479031914748,0.646304212363728,1.222899795465951,0.4707970840026973,2.9021593681363873,197.70992832530646,63.38156044965879,0.6133377975063516,0.0,7.606053910737959,17.350362156157274,0.020322563886080742,2.866667
AF1005.jpg,0.8813180511296476,1.259428063384519,0.888156203392111,6.7760144184425455,0.3301412654628184,1.2955054551716267,0.7784643686974758,146.71484708531761,2.162613657739439,1.1763030674419221,0.7753716451406701,0.31344418682201286,0.3579292149698025,0.803113833842956,1.2127146589000368,0.512157864121489,4.701309385671063,197.26389419010218,50.81670509299826,0.4227049521823054,0.0,10.16214953271028,16.254860387304646,0.03166026371418904,2.216667
AF1008.jpg,1.0985943471183666,1.3642200209490127,0.814531006908176,6.525626238967153,0.41974269627451927,1.314803488743981,0.817478540731745,140.75559909424265,1.7178913921760388,1.0620518141975863,0.7647927337467719,0.30551830165549076,0.45082111277951176,0.6637186833073231,1.1673042262249909,0.3786377051953396,16.857865538369218,181.08170140856487,37.6238799507434,0.7107782115778664,3.337506843204445,24.38970175329132,3.714383968654701,0.060801307494650694,2.783333
AF1010.jpg,0.9338035464169697,1.286135859197952,0.8679408392596681,6.203714698240489,0.3460356456014954,1.4076862157066798,0.8965593849906429,140.0016946097292,2.1089583841030493,1.0581783064028647,0.7519186337628004,0.29225568519069284,0.3771566715759145,0.6241822492859661,1.1670775022469702,0.4577173192615693,5.545754547592503,202.47086409157717,73.30046822238612,0.6017785959780214,1.0039370078740157,11.373335005930116,10.000740703430637,0.012533908979364137,2.583333
AF1025.jpg,0.8767089059301059,1.238722299663104,0.8159275111763241,7.065456243906009,0.3604771513675822,1.3451050416469403,0.8590054945635188,141.8526401164376,1.9848050586621329,1.2022038453364428,0.7740027378954596,0.3105970314347646,0.3213165950588018,0.693449969839573,1.2955550802497549,0.5214311864271282,4.281496942481882,194.26587847891625,44.32121127763318,0.42439789242700454,7.383884150675195,14.708999926048268,16.474106321274164,0.03254824047301407,1.866667
AF1028.jpg,0.9034037325780072,1.2987438652769574,0.9355549543641883,3.2895343427932664,0.2845153648645363,1.4177844400959911,0.9134627706329635,142.4173767845906,2.4989094893607326,1.0289891570626513,0.7150014196702015,0.29503156507694833,0.36272762830296,0.7827442463064745,1.1900691276172333,0.48836356695489697,3.7934455652978856,190.7265525952389,59.98997711398255,0.4827730802198432,2.659203852327448,18.057399928104715,16.45731580447513,0.04017338822014459,2.133333
AF1030.jpg,1.0969638850608916,1.2887313400850449,0.8701682456700469,8.720893704932504,0.32260242111891835,1.3280248730137987,0.8666560920312155,146.60485303380977,2.280708026171736,1.1990916685411606,0.7980169677375606,0.304795404124464,0.2891359047185772,0.5282482274210581,1.2066187948381621,0.5397940742420709,7.062536178083096,195.14749596984788,76.82422010777891,0.35313044081742295,4.460541474654378,17.94137051372273,24.315964673480337,0.16868991043626813,2.316667
AF1032.jpg,1.097850477194751,1.3257311745102105,0.8488625754848018,8.84059824149232,0.3717004904409679,1.4184831451669981,0.8925961983602189,142.0459789672343,2.049049412076165,1.030944356393418,0.7778876882759939,0.2870056561846496,0.38078106747897855,0.7108918290255772,1.1182677379939345,0.4576181215376995,3.494147810914428,198.1236388436633,85.62255188714154,0.5604314257647082,0.0,14.086622495020528,13.237033275413111,0.0532463192652313,3.316667
AF1040.jpg,0.8948681450186995,1.2998817224533517,0.8410729686808321,5.604669957168342,0.314262055097872,1.3319866892801129,0.8561613994545237,143.03331751769502,2.2249807150464314,1.1294196998951265,0.763606727411899,0.3038939438451576,0.4035538289384763,0.6851666039642347,1.140992476600645,0.49867698943539024,5.619239107057563,184.0950728018663,47.43106006301281,0.4403949986786754,5.29609156250902,8.251429199648197,9.58761803046579,0.0357172123261499,2.233333
AF1041.jpg,0.8565591623336338,1.2339950792348262,0.8627115189654094,6.297656112979055,0.3784195880776735,1.2511893089745336,0.825858848461764,142.25913260832957,1.791555461917093,1.2507341594848722,0.762025217113921,0.32453106452660185,0.32815918636310065,0.7209674725609678,1.1712431674074701,0.4897468436756117,12.015858697140983,181.30791448063835,49.614261307225064,0.5418621797484484,4.458521892163688,13.33943833943834,17.316626372534273,0.023055182423578294,2.383333
AF1043.jpg,0.9220376583253148,1.303244428656563,0.8447886733976782,5.801017239107633,0.3163957280487931,1.315498391734847,0.8209463319396169,142.37384065441998,2.111455766559866,1.0952619320724297,0.7554643486437681,0.29888515014418765,0.39237295583907755,0.6804800820482729,1.204038513896589,0.459862550833077,3.94247381175831,188.21085147174492,61.454636555947005,0.5523371748861663,0.0,10.099167755022647,14.675043110636167,0.014172927529038032,2.516667
AF1044.jpg,1.2246473404531666,1.3514005239239764,0.8107275598330702,7.752962280889976,0.4083873020847417,1.3589801359089468,0.8966182493923711,143.08178003044858,1.8730836540335134,1.103886697270289,0.7817996114473965,0.30226972847518535,0.291539404450025,0.6184017638681175,1.122688351908379,0.48495431401695993,5.713277013980727,168.90090037311944,58.13734288938842,0.5512560003732104,0.0,2.2556125396156306,22.80096136697837,0.02339705884930244,2.983333
